ID;Nome Fantasia;Razão Social;Tipo Documento;Documento;Ativo?;Status Configuração;WhatsApp;Telefone;Telefone Formatado;Email;Categoria;Nome Parceiro;Criado Em;Atualizado Em;Cidade;Estado
95672b1d-a35f-4f16-bcd9-da3f5f01286f;Scopel Odontologia - GUILHERME SCOPEL;G.a.m. Scopel Odontologia LTDA;CNPJ;40961811000173;Sim;PRODUCTION;;+55|4135114568;(41) 3511-4568;clinicascopelodontologia@gmail.com;COMERCIO;[Contact.IA] POWER CURSOS;2025-02-05T17:29:47.27776Z;2026-04-27T12:25:53.806454Z;Pontal do Paraná;pr
9356d223-142d-4de1-b25c-e11ee2030f7f;BRASDENTE CLINICA - DANI FREITAS;TOSS E FILIPPIS SERVICOS DE ODONTOLOGIA LTDA;CNPJ;14303272000175;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-02-25T20:09:05.700878Z;2026-02-18T16:17:46.261377Z;Caxias do Sul;rs
40eb812b-6a50-4a76-a73b-3904f726fc0a;DI DEA ODONTOLOGIA ESPECIALIZADA - BARBARA;Di Dea Odontologia Especializada;CNPJ;40185174000190;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-03-04T14:37:48.783732Z;2026-05-11T13:20:55.821178Z;;
164dd0d8-5e94-4e2d-af0c-a84be256b5ee;PIRES E AGUIAR ODONTOLOGIA - ANDRE AGUIAR;Dr André Aguiar Pires & Aguiar Odontologia LTDA;CNPJ;54778013000115;Sim;PRODUCTION;;+55|33988849283;(33) 98884-9283;nadhiasg@gmail.com;COMERCIO;[Contact.IA] POWER CURSOS;2025-03-15T13:07:03.7338Z;2026-02-24T20:45:55.224867Z;Teófilo Otoni;mg
60b02aa6-7267-4fde-ba1d-4c5cdf8eb364;HB ODONTOLOGIA - HILDON;Hildon Brandão;CPF;03987243694;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-04-01T17:13:47.120093Z;2026-06-08T11:22:17.619751Z;;
09e1a425-d105-454e-9716-6513e84ad31c;LM ODONTOLOGIA - LEONARDO;LM Assistência Odontológica Ltda;CNPJ;38492653000108;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-05-07T20:21:43.574255Z;2026-03-27T18:14:37.416145Z;Recife;pe
b2489455-9691-43bd-a130-6e84296dad9c;ORAL FOZ - CAMILA;Oral Foz Clínica Odontológica;CNPJ;08103911000156;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-06-12T16:50:10.672432Z;2026-06-11T17:47:13.036813Z;Foz do Iguaçu;pr
4cd7e6b1-f12f-4111-8d7c-c951d39646d8;contact.IA;Fluxodonto Tecnologia LTDA;CNPJ;60662214000155;Sim;PRODUCTION;;+55|6234161038;(62) 3416-1038;joao.henrique@escalarodonto.com.br;COMERCIO;[Contact.IA] POWER CURSOS;2025-08-27T15:34:01.898701Z;2026-06-03T18:43:07.430591Z;Goiânia;go
cde34f44-4201-43cb-a392-0519b7306f6a;FP Prime;FMAJ Odontologia;CNPJ;35035287000170;Sim;SUSPENDED;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-11-05T23:46:53.492132Z;2026-04-27T11:34:45.811393Z;Sorocaba;sp
c93e0ea8-4681-4aa6-87ff-d395efc55910;TM Medicina e Odontologia LTDA;TM Medicina e Odontologia LTDA;CNPJ;22427021000120;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-11-06T13:27:21.939953Z;2026-03-13T14:35:10.895994Z;Patos de Minas;mg
aee308a3-1b3d-4438-a82d-2b15b29ce9dc;Odontologia Fernando Freitas;Odontologia Fernando Freitas;CNPJ;44722639000156;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-11-09T17:34:09.244958Z;2026-05-15T12:52:40.91501Z;;
c8dfc1bc-ce49-44b6-aaa7-57d23c69f06a;Escalar Connection;Escalar Connection;CPF;01422957101;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-11-12T14:26:54.756544Z;2026-03-23T11:23:27.97886Z;;
d1c594a7-d984-4d98-859e-45a0300f8514;APICALCENTER;Renata Moreira Machado;CPF;12781356778;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-12-19T13:44:14.165099Z;2026-04-30T17:09:56.090447Z;Rio de Janeiro;rj
4beddee9-36b6-453b-a0b2-7bf313898644;Luiz Fernando Santos Figueredo;Luiz Fernando Santos Figueredo;CPF;11949815513;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-12-19T16:13:32.885326Z;2026-05-07T17:06:23.126034Z;São Bernardo do Campo;sp
f346e5e3-2847-47b9-9b7d-a368de005f14;Bazacas Odontologia;Aguiar & Bazacas LTDA;CNPJ;16799539000192;Sim;PRODUCTION;;+55|51996225380;(51) 99622-5380;m.bazacas@gmail.com;COMERCIO;[Contact.IA] POWER CURSOS;2025-12-22T09:11:07.962696Z;2026-04-14T12:03:02.709845Z;Arroio dos Ratos;rs
c2128134-4191-4854-a8c9-da58c6cbc414;Instituto Prime Odontocenter;Instituto Prime Odontocenter;CNPJ;43945422000142;Sim;PRODUCTION;;+55|92981803500;(92) 98180-3500;adm.primeodontocentermanaus@gmail.com;COMERCIO;[Contact.IA] POWER CURSOS;2025-12-22T09:14:22.763086Z;2026-05-08T11:50:59.516703Z;Manaus;am
754ba109-3cf0-40d2-9241-d55c5da264ad;Diamond Odontologia;Diamond Odontologia;CNPJ;31189690000100;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-12-22T13:07:30.07261Z;2026-06-05T14:09:35.662209Z;;
a9a19dea-ab21-40af-ad2b-e08054b177ae;Raquel Lucia de Araujo Souza;Raquel Lucia;CNPJ;31187508000174;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2025-12-22T13:09:43.506481Z;2026-05-06T12:15:48.611159Z;;
78afcd3e-bdee-4eb3-82a4-b2341ddef92b;COLT Odontologia;Porto & Lemos LTDA;CNPJ;38489747000128;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-01-22T13:57:46.087651Z;2026-03-30T14:34:51.03152Z;Aracaju;se
fe66e736-e4da-426f-8a89-e7f6ad930e54;ATUALLE;Guimarães & Oliveira Odontologia LTDA;CNPJ;54305522000120;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-02-03T16:45:06.900675Z;2026-05-18T19:55:49.899323Z;Conselheiro Lafaiete;mg
dfd0eeea-8c4e-4080-998c-15c0d8f5d430;ARTE DO SORRISO;Arte do Sorriso Centro de Habilitação Oral LTDA;CNPJ;11519521000176;Sim;SUSPENDED;;+55|21966903603;(21) 96690-3603;artedosorrisooficial@gmail.com;COMERCIO;[Contact.IA] POWER CURSOS;2026-02-03T16:49:11.498442Z;2026-04-01T11:43:37.18161Z;Nova Iguaçu;rj
13d626f7-9d9d-496a-bc0e-4c1b039c7148;Volte a Sorrir - Bruno de Godoy;Bruno de Godoy Coelho;CPF;72243970163;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-02-03T16:52:03.093133Z;2026-05-13T12:46:15.867834Z;Primavera do Leste;mt
3efe8eb0-d68b-4d2e-8f25-ac055188c90f;Nucleodente;Nucleodente Consultorio LTDA;CNPJ;53351583000161;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-02-23T16:30:56.994937Z;2026-06-01T18:57:36.256003Z;;
4004c5d6-9318-4ee1-b181-513b26cb8bbc;Ortodoctor Santarém;ORTODOCTOR SILVA e quaresma ltda;CNPJ;41777895000152;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-04T19:52:54.835421Z;2026-04-14T13:58:16.779431Z;Santarém;pa
c85e9d09-bfc9-4d3c-91a0-48507d7563a7;Volte a Sorrir - Matheus Faria;Nasser Centro Odontológico Ltda;CNPJ;13033277000162;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-05T19:45:16.441924Z;2026-05-22T16:01:26.149828Z;Tubarão;sc
fc93514a-bd6a-4701-bd77-d9cad0cfc4ff;Isaac Luis;Razão Social Isaac L V dos Santos Me;CNPJ;25316461000107;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-10T19:06:37.501778Z;2026-03-13T13:38:23.877496Z;Teresina;pi
3dc6164d-4eb4-4ca7-ad78-dd5db9f9c6f7;Instituto Frazão;MFEG clínica odontológica Ltda;CNPJ;45384659000127;Sim;PRODUCTION;;+55|83986040001;(83) 98604-0001;drmateusfrazao@gmail.com;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-12T11:27:04.283079Z;2026-06-01T16:53:02.696091Z;Mamanguape;pb
fe33a420-57ba-4e98-ba27-b94960dd1e8f;Elegance Sorriso - Guanabara;Elegance Sorriso Guanabara LTDA;CNPJ;31189762000101;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-12T17:09:45.868155Z;2026-05-27T12:57:19.689763Z;Campinas;sp
79a15d58-9d7b-4420-a75e-985267e9c8ed;Atos Odontologia;ATOS ODONTOLOGIA LTDA;CNPJ;58301966000149;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-12T17:37:22.3215Z;2026-05-13T14:32:20.95069Z;Jundiaí;sp
43727447-0075-4227-a8fa-9312b123a3f8;SCS Odonto;Sao Caetano Odontologia Ltda;CNPJ;57276590000105;Sim;SUSPENDED;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-12T18:42:58.242579Z;2026-05-22T11:54:47.144989Z;São Caetano do Sul;sp
85d19594-fc6a-429f-84ca-1cfaab5a80fc;Valença Centro de Saúde;Valença centro de saúde Ltda;CNPJ;52480173000158;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-18T19:15:12.989393Z;2026-04-02T17:12:12.019371Z;Imperatriz;ma
ff2f4409-66b3-4d8a-b178-6f1d010bf081;Odontominas Rave;Rave Clinica Odontologica LTDA;CNPJ;12939456000109;Sim;PRODUCTION;;+55|35998795766;(35) 99879-5766;odontominas@yahoo.com.br;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-19T20:47:31.730148Z;2026-05-27T18:45:38.656192Z;Paraisópolis;MG
9c12ee45-64f9-4a1e-9353-7fea72e5fc5f;Yamar Odontologia;Jaqueline Akemi Yamashita;CPF;01631366610;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-20T12:36:53.544525Z;2026-05-12T18:35:01.997156Z;Londrina;pr
ad711b94-9b7c-43d6-928f-208cda372a24;Prime Dente;Thiago Henrique Queiroz Menezes;CPF;10114924740;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-20T13:23:45.020606Z;2026-05-27T20:06:45.182666Z;Rio de Janeiro;rj
6a844007-d095-4cc0-bb0b-cd4d3775ed4e;FJ IMPLANTES;Consultório Odontológico Dr. Francisco Júnior Ltda;CNPJ;54245373000151;Sim;PRODUCTION;;+55|87991280530;(87) 99128-0530;drfcojr@gmail.com;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-20T13:27:08.939237Z;2026-04-09T20:22:31.237846Z;Araripina;pe
16dabc72-4f8c-427b-98d5-e1e397bbd46f;Master Odonto;Odonto Silva Aguiar;CNPJ;46300129000116;Sim;PRODUCTION;;+55|38999352076;(38) 99935-2076;masterodontoespecializadasf@gmail.com;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-24T19:22:18.433623Z;2026-04-15T20:55:39.945565Z;São Francisco;mg
4fb5c394-c53c-485f-a5b6-2eed5b390f5e;Arte Riso;Arte Riso Odontologia;CNPJ;27367748000183;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-03-30T16:31:06.530938Z;2026-04-08T19:31:56.304005Z;Teresina;pi
8dbc92fe-bb94-4457-9ad4-036176a6995b;Rapidodent;RAPIDODENT LTDA;CNPJ;57411972000196;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-04-07T17:49:58.853591Z;2026-04-22T13:39:39.689144Z;São João da Boa Vista;sp
58efcc9a-52bb-405b-b250-a43bc0721f7f;Conquista Sorrisos;Centro Odontológico Conquista Sorrisos LTDA;CNPJ;61134694000144;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-04-20T11:47:39.464106Z;2026-04-27T11:35:09.299466Z;Vitória da Conquista;ba
3e35f9a6-4f6b-430c-9f80-b7b4b41fbca7;OBClinic Odontologia;OBCLINIC ODONTOOGIA & ESTETICA LTDA;CNPJ;43282294000102;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-04-27T12:16:32.873897Z;2026-04-30T12:59:46.602597Z;Joinville;sc
e13eb789-2017-4414-91a3-16c8afc0e4b9;Dentista do Trabalhador;Odontologica Odontofar LTDA;CNPJ;10832795000158;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-04-27T12:28:29.330202Z;2026-05-20T22:11:36.110165Z;;
372d5f80-ba1e-4172-9d5a-6c93051dca61;Nuova Odontologia;Monteiro Odontologia Canada LTDA;CNPJ;54574449000192;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-04-27T12:32:44.053608Z;2026-05-14T15:03:12.934245Z;Nova Lima;mg
15a93c36-e06e-4e7b-99ff-faf6b036f635;Odontocompany;Rds Odontologia LTDA;CNPJ;37930214000177;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-04-28T13:31:25.053223Z;2026-05-19T11:28:41.694554Z;Conchal;sp
cbb6ecf4-7875-4519-ac9f-072ea694631b;Clínica Liss;Clínica Liss Odontologia E Estetica Orafacial LTDA;CNPJ;27431482000190;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-04-28T13:35:20.071883Z;2026-05-21T12:39:29.950453Z;São Bernardo do Campo;sp
01b08d86-27dc-448a-8afa-3276f6fcaf9a;Entrega Sala Black;Sala Black;CNPJ;46910092000148;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-05-14T13:56:14.355153Z;2026-06-08T12:34:56.753618Z;;
94732f06-3633-4d01-a32e-080fe0fbcbc3;Biosorriso Implantes;Biosorriso Implantes LTDA;CNPJ;57161594000130;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-05-25T14:19:37.877826Z;2026-06-09T12:00:14.133771Z;Irecê;ba
0ffcb0f8-687f-4ed5-b012-c314b7d04c77;Elegance - Satelite Iris;Odonto Satelite Company;CNPJ;20847891000123;Sim;ONBOARDING;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-05-26T12:16:03.017037Z;2026-06-16T18:39:32.689576Z;Campinas;sp
097ba633-0789-41d1-8824-d2544fade97b;Clinica Vassoler Escanhoela;Clinica Vassoler Escanhoela;CNPJ;33584572000114;Sim;ONBOARDING;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-05-26T12:20:45.245474Z;2026-06-09T17:26:33.581024Z;Guarulhos;sp
a8bd8c20-cedc-41a1-ba1c-70fe8e44c0f3;Dentista da Família;Dentista da Família LTDA;CNPJ;47628695000114;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-05-26T12:24:40.750437Z;2026-06-15T19:06:51.067699Z;Aracruz;es
8015eac0-301d-4ea3-924b-e0bf9eef1907;JR Furtado Odontologia;JR Furtado Odontologia Integrada;CNPJ;07603364000105;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-05-26T12:34:07.124596Z;2026-06-16T17:29:41.586004Z;Natal;rn
517a2e61-5e91-485a-bfc5-fa96f4a8e526;Salutar Clínica Integrada;Salutar Clínica Integrada LTDA;CNPJ;28859921000123;Sim;PRODUCTION;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-05-27T12:41:24.499085Z;2026-06-12T13:12:42.99925Z;Montes Claros;mg
479f01e4-27be-44ae-bf26-66e5cbc2ca94;Elegance Sorriso - Ouro Verde;Elegance Sorriso Odontologia LTDA;CNPJ;40949685000131;Sim;ONBOARDING;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-05-27T12:56:25.501899Z;2026-05-27T12:56:26.362696Z;Campinas;sp
7165d9a2-ee5c-4b10-9788-686c780e063c;Elegance Sorriso - Campo Grande;Elegance Sorriso Company LTDA;CNPJ;54763166000199;Sim;ONBOARDING;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-05-27T12:59:11.092472Z;2026-05-27T12:59:11.806656Z;Campinas;sp
40527393-5ef6-4bef-a347-c1407c79ffb1;Fernanda Vasconcellos;Fernanda Vasconcellos;CNPJ;43700219000106;Sim;ONBOARDING;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-06-15T12:26:02.784421Z;2026-06-15T15:00:04.445543Z;Rio de Janeiro;rj
14ccc290-242e-435d-82fa-aacd70b97530;Oral Concept / Oral Conceito;Oral Concept LTDA;CNPJ;33513812000190;Sim;ONBOARDING;;;;;COMERCIO;[Contact.IA] POWER CURSOS;2026-06-15T12:54:59.788711Z;2026-06-15T12:55:00.513058Z;;
